,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
5991,3365,Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 800 metres,
5992,3365,Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
5993,3365,Ernesto Ambrosini,M,25.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",
5994,3365,Ernesto Ambrosini,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",
5995,3365,Ernesto Ambrosini,M,29.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",
5996,3366,Massimo Ambrosini,M,23.0,184.0,77.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
5997,3367,Tito Ambrosini,M,,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,
6000,3370,Bartolo Ambrosione,M,25.0,182.0,75.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
6001,3370,Bartolo Ambrosione,M,25.0,182.0,75.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
6002,3370,Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
6003,3370,Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
6015,3380,"Antonio ""Antonino"" Ambu",M,28.0,165.0,55.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
6016,3380,"Antonio ""Antonino"" Ambu",M,32.0,165.0,55.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,
6069,3416,Raffaele Ametrano,M,23.0,170.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
6099,3429,Ugo Amicosante,M,34.0,170.0,76.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
6100,3429,Ugo Amicosante,M,38.0,170.0,76.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
6150,3461,Salvatore Amitrano,M,24.0,184.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,
6151,3461,Salvatore Amitrano,M,28.0,184.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
6152,3461,Salvatore Amitrano,M,32.0,184.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,
6224,3496,Eugenio Amore,M,36.0,194.0,92.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
6241,3504,Paolo Amorini,M,23.0,184.0,83.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
6497,3643,Flavio Anastasia,M,23.0,188.0,81.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
6580,3679,Nino Anderlini,M,25.0,,,Italy,ITA,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
7198,4023,Barbara Andolina,F,25.0,173.0,110.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,
7289,4079,Adriano Andreani,M,28.0,,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
7313,4091,Marco Andreatta,M,30.0,186.0,94.0,Italy-2,ITA,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,
7316,4094,Alessandro Andrei,M,25.0,191.0,118.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Gold
7317,4094,Alessandro Andrei,M,29.0,191.0,118.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,
7318,4094,Alessandro Andrei,M,33.0,191.0,118.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,
7342,4108,Arnaldo Andreoli,M,26.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
7343,4109,Severino Andreoli,M,23.0,173.0,73.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
7344,4109,Severino Andreoli,M,23.0,173.0,73.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
7347,4112,Aldo Andreotti,M,37.0,171.0,75.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
7505,4195,Ottaviano Andriani,M,34.0,172.0,54.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,
7631,4256,Matteo Anesi,M,21.0,185.0,81.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",
7632,4256,Matteo Anesi,M,21.0,185.0,81.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
7633,4256,Matteo Anesi,M,25.0,185.0,81.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,000 metres",
7634,4256,Matteo Anesi,M,25.0,185.0,81.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",
7635,4256,Matteo Anesi,M,25.0,185.0,81.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
7636,4256,Matteo Anesi,M,29.0,185.0,81.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",
7690,4278,Amedeo Angeli,M,24.0,,,Italy-2,ITA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,
7691,4279,Manuela Angeli,F,16.0,172.0,58.0,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,
7697,4284,Alberto Angelini,M,21.0,176.0,85.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
7698,4284,Alberto Angelini,M,25.0,176.0,85.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,
7699,4284,Alberto Angelini,M,29.0,176.0,85.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
7700,4284,Alberto Angelini,M,33.0,176.0,85.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
7710,4292,Michela Angeloni,F,21.0,167.0,67.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,
7764,4318,Klara Angerer,F,19.0,164.0,60.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
7765,4318,Klara Angerer,F,19.0,164.0,60.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
7766,4318,Klara Angerer,F,19.0,164.0,60.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
7767,4318,Klara Angerer,F,23.0,164.0,60.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
7768,4318,Klara Angerer,F,23.0,164.0,60.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
7814,4332,Giuseppe Angilella,M,27.0,177.0,77.0,Italy,ITA,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,
7815,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
7816,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
7817,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,
7818,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
7819,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,
7820,4333,Matteo Angioletti,M,23.0,162.0,71.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,
7821,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,
7822,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,
7823,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,
7824,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,
7825,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,
7826,4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,
7827,4333,Matteo Angioletti,M,31.0,162.0,71.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
7828,4333,Matteo Angioletti,M,31.0,162.0,71.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
7829,4333,Matteo Angioletti,M,31.0,162.0,71.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
7830,4333,Matteo Angioletti,M,31.0,162.0,71.0,Italy,ITA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
7831,4334,Tarquinio Angiolin,M,24.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,
7832,4335,Paolo Angioni,M,26.0,177.0,64.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
7833,4335,Paolo Angioni,M,26.0,177.0,64.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
7834,4335,Paolo Angioni,M,30.0,177.0,64.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
7835,4335,Paolo Angioni,M,30.0,177.0,64.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
7836,4336,Stefano Angioni,M,32.0,169.0,66.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
7837,4336,Stefano Angioni,M,32.0,169.0,66.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
7842,4341,Giorgio Anglesio,M,34.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Team",Gold
7849,4346,Anna Rita Angotzi,F,21.0,170.0,50.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,
7850,4346,Anna Rita Angotzi,F,21.0,170.0,50.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,
7996,4429,Giovanni Anni,M,24.0,162.0,59.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
8015,4436,Pietro Annoni,M,33.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Double Sculls,Silver
8016,4437,Tiziano Annoni,M,20.0,169.0,70.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
8017,4437,Tiziano Annoni,M,20.0,169.0,70.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
8065,4460,Renato Anselmi,M,32.0,165.0,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold
8066,4460,Renato Anselmi,M,36.0,165.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",Silver
8067,4460,Renato Anselmi,M,40.0,165.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
8082,4468,Luca Ansoldi,M,24.0,179.0,77.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
8152,4497,Natalie Frances Anter (-Lindley),F,24.0,165.0,92.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,
8186,4517,Salvatore Antibo,M,22.0,170.0,52.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",
8187,4517,Salvatore Antibo,M,22.0,170.0,52.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",
8188,4517,Salvatore Antibo,M,26.0,170.0,52.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",
8189,4517,Salvatore Antibo,M,26.0,170.0,52.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Silver
8190,4517,Salvatore Antibo,M,30.0,170.0,52.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",
8191,4517,Salvatore Antibo,M,30.0,170.0,52.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",
8251,4550,Franco Antonelli,M,26.0,173.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",
8252,4551,Mariano Antonelli,M,27.0,169.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
8253,4552,"Cosimo ""Nino"" Antonelli",M,31.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,
8288,4567,Francesco Antonioli,M,22.0,188.0,77.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
8289,4568,Michele Antonioli,M,21.0,171.0,69.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
8290,4568,Michele Antonioli,M,21.0,171.0,69.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
8291,4568,Michele Antonioli,M,25.0,171.0,69.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
8300,4575,Oleg Antonov,M,28.0,198.0,88.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
8418,4635,Stefano Anzi,M,22.0,178.0,70.0,Italy,ITA,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,
8540,4697,Claudio Apollonio,M,26.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,
8846,4855,Giulio Ulisse Arata,M,54.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",
8853,4860,Alexandra Araujo,F,32.0,167.0,67.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
8929,4899,Angela Arcangeli,F,21.0,180.0,,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,
8930,4900,Telemaco Arcangeli,M,29.0,169.0,76.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,
8935,4904,Bruno Arcari,M,22.0,160.0,60.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,
8981,4936,Angelo Arcidiacono,M,20.0,174.0,74.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Individual",
8982,4936,Angelo Arcidiacono,M,20.0,174.0,74.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Silver
8983,4936,Angelo Arcidiacono,M,28.0,174.0,74.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
8986,4939,Giulia Arcioni,F,22.0,171.0,55.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,
9008,4954,Corrado Ardizzoni,M,20.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",
9009,4954,Corrado Ardizzoni,M,20.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Team",
9011,4956,Camillo Arduino,M,24.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Individual",
9012,4956,Camillo Arduino,M,24.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",
9026,4968,"Ermenegildo ""Gildo"" Arena",M,27.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
9027,4968,"Ermenegildo ""Gildo"" Arena",M,31.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze
9028,4969,Walter Salvatore Arena,M,28.0,173.0,67.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,
9080,4997,"Francesco ""Franco"" Arese",M,24.0,183.0,70.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",
9081,4997,"Francesco ""Franco"" Arese",M,28.0,183.0,70.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",
9119,5017,Valentino Vittorio Argento,M,,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",
9120,5018,Alessandro Argenton,M,23.0,172.0,63.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
9121,5018,Alessandro Argenton,M,23.0,172.0,63.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
9122,5018,Alessandro Argenton,M,27.0,172.0,63.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
9123,5018,Alessandro Argenton,M,27.0,172.0,63.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
9124,5018,Alessandro Argenton,M,31.0,172.0,63.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
9125,5018,Alessandro Argenton,M,31.0,172.0,63.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
9126,5018,Alessandro Argenton,M,35.0,172.0,63.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
9127,5018,Alessandro Argenton,M,35.0,172.0,63.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
9128,5018,Alessandro Argenton,M,39.0,172.0,63.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
9129,5018,Alessandro Argenton,M,39.0,172.0,63.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
9197,5060,Luigi Arienti,M,23.0,168.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
9223,5073,Roberto Antonio Arioldi,M,48.0,174.0,72.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
9224,5073,Roberto Antonio Arioldi,M,48.0,174.0,72.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",
9229,5076,Alessia Arisi,F,20.0,165.0,60.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,
9230,5076,Alessia Arisi,F,24.0,165.0,60.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Singles,
9231,5076,Alessia Arisi,F,24.0,165.0,60.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,
9312,5125,Mario Armano,M,21.0,180.0,85.0,Italy-1,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Gold
9313,5125,Mario Armano,M,25.0,180.0,85.0,Italy-1,ITA,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,
9314,5125,Mario Armano,M,25.0,180.0,85.0,Italy-2,ITA,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,
9326,5134,Romina Armellini,F,23.0,171.0,63.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
9327,5134,Romina Armellini,F,23.0,171.0,63.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
9328,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
9329,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
9330,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
9331,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
9332,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
9333,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
9334,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
9335,5135,Egidio Armelloni,M,27.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
9336,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
9337,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
9338,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
9339,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
9340,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
9341,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
9342,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,
9343,5135,Egidio Armelloni,M,39.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
9500,5211,Lorenza Arnetoli,F,22.0,176.0,75.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,
9543,5235,Adriano Arnoldo,M,,192.0,95.0,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,
9579,5251,Aldo Mario Aroldi,M,37.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
9601,5261,Oreste Arp,M,22.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",
9611,5266,Marco Arpino,M,25.0,184.0,67.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",
9612,5266,Marco Arpino,M,29.0,184.0,67.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",
9613,5266,Marco Arpino,M,29.0,184.0,67.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Team",
9647,5290,"Valeriano Pompeo Maurizio ""Valerio"" Arri",M,27.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,Bronze
